RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   48   54     0     0  con    0  1.0D+00  2.6D-01  1.685D+00  2.520D+01
   49   55     0     0  con    0  1.0D+00  2.1D-01  2.054D+00  2.494D+01
   50   56     0     0  con    0  1.0D+00  3.4D-01  1.775D+00  2.442D+01
   51   57     0     0  con    0  1.0D+00  8.5D-01  2.692D+00  2.384D+01
   52   59     0     0  con    1  5.1D-01  3.8D-01  2.745D+00  2.336D+01
   53   60     0     0  con    0  1.0D+00  2.3D-01  1.943D+00  2.306D+01
   54   61     0     0  con    0  1.0D+00  2.1D-01  1.594D+00  2.267D+01
   55   62     0     0  con    0  1.0D+00  7.2D-01  1.025D+00  2.175D+01
   56   64     0     0  con    1  3.0D-02  1.4D-01  9.253D-01  2.165D+01
   57   65     0     0  con    0  1.0D+00  6.7D-01  1.963D+00  2.131D+01
   58   67     0     0  con    1  3.1D-01  2.3D-01  1.450D+00  2.120D+01
   59   68     0     0  con    0  1.0D+00  3.9D-02  1.469D+00  2.109D+01
   60   69     0     0  con    0  1.0D+00  3.7D-01  1.159D+00  2.062D+01
   61   70     0     0  con    0  1.0D+00  4.5D-01  1.173D+00  2.009D+01
   62   71     0     0  con    0  1.0D+00  6.2D-01  1.025D+00  1.955D+01
   63   72     0     0  con    0  1.0D+00  3.6D-01  9.533D-01  1.925D+01
   64   74     0     0  con    1  3.3D-01  5.3D-01  1.176D+00  1.906D+01
   65   75     0     0  con    0  1.0D+00  1.7D-01  1.178D+00  1.881D+01
   66   76     0     0  con    0  1.0D+00  4.2D-01  6.425D-01  1.840D+01
   67   77     0     0  con    0  1.0D+00  3.1D-01  6.873D-01  1.813D+01
   68   79     0     0  con    1  2.9D-01  2.7D-01  1.073D+00  1.806D+01
   69   80     0     0  con    0  1.0D+00  3.2D-01  9.504D-01  1.799D+01
   70   81     0     0  con    0  1.0D+00  1.8D-01  7.195D-01  1.795D+01
   71   82     0     0  con    0  1.0D+00  5.9D-02  6.324D-01  1.791D+01
   72   83     0     0  con    0  1.0D+00  5.5D-02  1.020D+00  1.785D+01
   73   84     0     0  con    0  1.0D+00  1.0D-01  1.068D+00  1.778D+01
   74   85     0     0  con    0  1.0D+00  2.4D-01  6.409D-01  1.757D+01
   75   87     0     0  con    1  4.1D-01  9.4D-02  4.705D-01  1.750D+01
   76   88     0     0  con    0  1.0D+00  3.8D-01  5.499D-01  1.737D+01
   77   89     0     0  con    0  1.0D+00  2.1D-01  7.494D-01  1.725D+01
   78   90     0     0  con    0  1.0D+00  2.9D-01  6.280D-01  1.710D+01
   79   92     0     0  con    1  4.4D-01  2.0D-01  5.264D-01  1.703D+01
   80   93     0     0  con    0  1.0D+00  3.1D-   17   19     0     0  con    0  1.0D+00  3.8D-01  2.241D+00  8.412D+00
    7    9     0     0  con    0  1.0D+00  1.4D-01  4.309D+02  3.044D+02
    8   10     0     0  con    0  1.0D+00  2.9D-01  1.898D+02  1.654D+02
   62   67     0     0  c   84   98     0     0  con    1  5.2D-01  1.1D-01  8.417D-01  1.689D+01
   85   99     0     0  con    0  1.0D+00  2.0D-01  3.786D-01  1.684D+01
   86  100     0     0  con    0  1.0D+00  5.0D-02  2.257D-01  1.681D+01
   87  101     0     0  con    0  1.0D+00  5.1D-02  3.360D-01  1.679D+01
   88  102     0     0  con    0  1.0D+00  3.2D-02  3.271D-01  1.677D+01
   89  103     0     0  con    0  1.0D+00  1.1D-01  4.137D-01  1.675D+01
   90  105     0     0  con    1  3.4D-01  4.7D-02  2.201D-01  1.674D+01
   91  106     0     0  con    0  1.0D+00  1.5D-02  2.049D-01  1.674D+01
   92  107     0     0  con    0  1.0D+00  8.6D-02  5.134D-01  1.674D+01
   93  108     0     0  con    0  1.0D+00  4.6D-02  2.649D-01  1.673D+01
   94  109     0     0  con    0  1.0D+00  1.6D-02  1.535D-01  1.672D+01
   95  110     0     0  con    0  1.0D+00  3.0D-02  2.075D-01  1.671D+01
   96  111     0     0  con    0  1.0D+00  2.2D-02  2.178D-01  1.671D+01
   97  112     0     0  con    0  1.0D+00  4.8D-02  1.850D-01  1.670D+01
   98  114     0     0  con    1  1.5D-01  7.7D-02  2.323D-01  1.670D+01
   99  115     0     0  con    0  1.0D+00  3.6D-02  1.267D-01  1.669D+01
  100  116     0     0  con    0  1.0D+00  1.4D-02  7.960D-02  1.668D+01

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 1.454E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.756D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.2D-01  1.359D+04  1.039D+04
    2    4     0     0  con    0  1.0D+00  1.1D-01  1.083D+04  7.550D+03
    3    5     0     0  con    0  1.0D+00  4.2D-01  3.224D+03  1.974D+03
    4    6     0     0  con    0  1.0D+00  1.6D-01  1.909D+03  1.205D+03
    5    7     0     0  con    0  1.0D+00  2.2D-01  9.784D+02  6.720D+02
    6    8     0     0  con    0  1.0D+00  2.0D-01  6.015D+02  4.536D+02
    7    9     0     0  con    0  1.0D+00  1.1D-01  4.537D+02  3.709D+02
    8   10     0     0  con    0  1.0D+00  3.7D-01  1.693D+02  2.018D+02
    9   11     0     0  con    0  1.0D+00  2.0D-01  9.952D+01  1.589D+02
   10   12     0     0  con    0  1.0D+00  4.1D-01  6.169D+01  1.062D+02
   11   13     0     0  con    0  1.0D+00  3.9D-01  1.544D+01  7.167D+01
   12   14     0     0  con    0  1.0D+00  3.7D-01  1.250D+01  5.551D+01
   13   15     0     0  con    0  1.0D+00  8.1D-01  1.011D+01  3.018D+01
   14   16     0     0  con    0  1.0D+00  5.4D-01  4.470D+00  1.893D+01
   15   17     0     0  con    0  1.0D+00  3.5D-01  3.656D+00  1.532D+01
   16   18     0     0  con    0  1.0D+00  1.5D-01  2.510D+00  1.424D+01
   17   19     0     0  con    0  1.0D+00  1.6D-01  1.997D+00  1.339D+01
   18   20     0     0  con    0  1.0D+00  3.0D-01  1.645D+00  1.251D+01
   19   21     0     0  con    0  1.0D+00  3.1D-01  1.729D+00  1.201D+01
   20   22     0     0  con    0  1.0D+00  2.1D-01  1.852D+00  1.166D+01
   21   23     0     0  con    0  1.0D+00  1.7D-01  1.996D+00  1.133D+01
   22   24     0     0  con    0  1.0D+00  4.8D-01  1.750D+00  1.082D+01
   23   25     0     0  con    0  1.0D+00  3.7D-01  1.914D+00  1.043D+01
   24   26     0     0  con    0  1.0D+00  8.7D-02  1.578D+00  1.028D+01
   25   27     0     0  con    0  1.0D+00  1.8D-   14   16     0     0  con    0  1.0D+00  2.8D-01  6.694D+00  1.418D+01
   15   17     0     0  con    0  1.0D+00  2.3D-01  2.518D+00  1.229D+01
   16   18     0     0  con    0  1.0D+00  1.6D-01  2.449D+00  1.168D+01
    7   11     0     0  c   29   31     0     0  con    0  1.0D+00  2.0D+00  1.171D+00  6.306D+00
   30   32     0     0  con    0  1.0D+00  7.2D-01  1.299D+00  5.512D+00
   31   33     0     0  con    0  1.0D+00  2.9D-01  4.954D-01  4.931D+00
   32   34     0     0  con    0  1.0D+00  6.1D-01  4.719D-01  4.459D+00
   33   35     0     0  con    0  1.0D+00  8.3D-01  5.836D-01  3.891D+00
   34   37     0     0  con    1  2.3D-01  2.8D-01  5.787D-01  3.757D+00
   35   38     0     0  con    0  1.0D+00  4.7D-01  3.598D-01  3.547D+00
   36   39     0     0  con    0  1.0D+00  4.4D-01  3.654D-01  3.379D+00
   37   40     0     0  con    0  1.0D+00  5.7D-01  3.500D-01  3.172D+00
   38   41     0     0  con    0  1.0D+00  4.7D-01  8.669D-01  3.118D+00
   39   42     0     0  con    0  1.0D+00  1.8D-01  1.582D-01  2.968D+00
   40   43     0     0  con    0  1.0D+00  6.1D-02  1.597D-01  2.951D+00
   41   44     0     0  con    0  1.0D+00  1.5D-01  1.530D-01  2.909D+00
   42   45     0     0  con    0  1.0D+00  9.0D-02  1.862D-01  2.882D+00
   43   46     0     0  con    0  1.0D+00  1.7D-01  1.442D-01  2.837D+00
   44   48     0     0  con    1  4.4D-01  1.0D-01  2.272D-01  2.821D+00
   45   50     0     0  con    1  3.2D-01  5.0D-02  8.707D-02  2.811D+00
   46   51     0     0  con    0  1.0D+00  5.4D-02  6.334D-02  2.802D+00
   47   52     0     0  con    0  1.0D+00  8.7D-02  8.109D-02  2.793D+00
   48   53     0     0  con    0  1.0D+00  5.5D-02  7.388D-02  2.788D+00
   49   54     0     0  con    0  1.0D+00  1.2D-01  5.267D-02  2.782D+00
   50   56     0     0  con    1  4.0D-01  6.4D-02  4.890D-02  2.780D+00
   51   57     0     0  con    0  1.0D+00  4.2D-02  3.004D-02  2.778D+00
   52   58     0     0  con    0  1.0D+00  3.2D-02  1.906D-02  2.777D+00
   53   59     0     0  con    0  1.0D+00  4.7D-02  1.677D-02  2.776D+00
   54   60     0     0  con    0  1.0D+00  5.2D-02  1.543D-02  2.775D+00
   55   61     0     0  con    0  1.0D+00  8.6D-02  4.827D-02  2.775D+00
   56   62     0     0  con    0  1.0D+00  9.4D-03  6.471D-02  2.774D+00
   57   63     0     0  con    0  1.0D+00  2.0D-02  9.388D-03  2.774D+00
   58   64     0     0  con    0  1.0D+00  5.3D-03  6.208D-03  2.774D+00
   59   65     0     0  con    0  1.0D+00  1.5D-02  7.319D-03  2.773D+00
   60   66     0     0  con    0  1.0D+00  2.2D-02  7.666D-03  2.773D+00
   61   68     0     0  con    1  2.0D-01  3.7D-03  8.749D-03  2.773D+00
   62   69     0     0  con    0  1.0D+00  1.7D-02  4.228D-03  2.773D+00
   63   70     0     0  con    0  1.0D+00  2.2D-03  2.510D-03  2.773D+00
   64   71     0     0  con    0  1.0D+00  3.7D-03  4.465D-03  2.773D+00
   65   72     0     0  con    0  1.0D+00  2.5D-03  2.080D-03  2.773D+00
   66   73     0     0  con    0  1.0D+00  3.9D-03  1.087D-03  2.773D+00
   67   74     0     0  con    0  1.0D+00  6.1D-03  3.782D-03  2.773D+00
   68   75     0     0  con    0  1.0D+00  3.6D-03  3.234D-03  2.773D+00
   69   76     0     0  con    0  1.0D+00  1.1D-03  1.007D-03  2.773D+00
   70   77     0     0  con    0  1.0D+00  2.8D-04  9.524D-04  2.773D+00
   71   78     0     0  con    0  1.0D+00  1.3D-03  1.582D-03  2.773D+00
   72   79     0     0  con    0  1.0D+00  1.8D-03  1.333D-03  2.773D+00
   73   80     0     0  con    0  1.0D+00  2.5D-03  9.474D-04  2.773D+00
   74   81     0     0  con    0  1.0D+00  6.0D-04  7.872D-04  2.773D+00
   75   82     0     0  con    0  1.0D+00  5.9D-04  7.520D-04  2.773D+00
   76   83     0     0  con    0  1.0D+00  3.8D-04  1.091D-03  2.773D+00
   77   84     0     0  con    0  1.0D+00  7.5D-05  4.709D-04  2.773D+00
   78   85     0     0  con    0  1.0D+00  1.7D-04  2.454D-04  2.773D+00
   79   86     0     0  con    0  1.0D+00  1.3D-04  1.722D-04  2.773D+00
   80   87     0     0  con    0  1.0D+00  3.2D-04  7.515D-04  2.773D+00
   81   88     0     0  con    0  1.0D+00  1.7D-04  1.120D-04  2.773D+00
   82   89     0     0  con    0  1.0D+00  3.1D-   71   79     0     0  con    0  1.0D+00  4.6D-03  3.222D-03  1.382D+00
   45   50     0     0  con    0  1.0D+00  4.9D-01  2.488D+00  2.018D+01
   46   51     0     0  con    0  1.0D+00  9.0D-02  2.164D+00  1.993D+nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.750D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.2D-01  1.355D+04  1.038D+04
    2    4     0     0  con    0  1.0D+00  1.1D-01  1.080D+04  7.557D+03
    3    5     0     0  con    0  1.0D+00  4.1D-01  3.194D+03  2.038D+03
    4    6     0     0  con    0  1.0D+00  1.6D-01  1.883D+03  1.299D+03
    5    7     0     0  con    0  1.0D+00  2.1D-01  9.491D+02  7.987D+02
    6    8     0     0  con    0  1.0D+00  1.9D-01  5.418D+02  5.907D+02
    7    9     0     0  con    0  1.0D+00  1.4D-01  3.748D+02  5.128D+02
    8   10     0     0  con    0  1.0D+00  2.3D-01  1.576D+02  4.137D+02
    9   11     0     0  con    0  1.0D+00  1.5D-01  7.968D+01  3.826D+02
   10   12     0     0  con    0  1.0D+00  1.8D-01  3.465D+01  3.578D+02
   11   13     0     0  con    0  1.0D+00  1.6D-01  3.123D+01  3.445D+02
   12   14     0     0  con    0  1.0D+00  1.9D-01  2.954D+01  3.248D+02
   13   15     0     0  con    0  1.0D+00  5.6D-01  4.078D+01  2.745D+02
   14   17     0     0  con    1  4.5D-01  7.8D-01  2.962D+01  2.145D+02
   15   18     0     0  con    0  1.0D+00  1.8D+00  5.578D+01  1.926D+02
   16   19     0     0  con    0  1.0D+00  2.3D-01  1.332D+01  1.527D+02
   17   20     0     0  con    0  1.0D+00  3.4D-01  1.654D+01  1.387D+02
   18   21     0     0  con    0  1.0D+00  7.4D-01  1.226D+01  1.144D+02
   19   22     0     0  con    0  1.0D+00  9.9D-01  2.871D+01  9.874D+01
   20   23     0     0  con    0  1.0D+00  5.9D-01  7.922D+00  8.095D+01
   21   24     0     0  con    0  1.0D+00  3.6D-01  7.386D+00  7.491D+01
   22   25     0     0  con    0  1.0D+00  7.8D-01  5.622D+00  6.462D+01
   23   27     0     0  con    1  3.5D-01  2.5D-01  8.216D+00  6.117D+01
   24   28     0     0  con    0  1.0D+00  5.0D-01  4.515D+00  5.685D+01
   25   29     0     0  con    0  1.0D+00  3.6D-01  5.860D+00  5.465D+01
   26   30     0     0  con    0  1.0D+00  3.5D-01  3.411D+00  5.257D+01
   27   31     0     0  con    0  1.0D+00  3.1D-01  4.714D+00  5.110D+01
   28   32     0     0  con    0  1.0D+00  4.6D-01  2.801D+00  4.987D+01
   29   33     0     0  con    0  1.0D+00  2.7D-01  5.436D+00  4.857D+01
   30   34     0     0  con    0  1.0D+00  2.2D-01  4.223D+00  4.768D+01
   31   35     0     0  con    0  1.0D+00  3.5D-01  2.870D+00  4.671D+01
   32   36     0     0  con    0  1.0D+00  4.5D-01  2.453D+00  4.592D+01
   33   37     0     0  con    0  1.0D+00  3.3D-01  2.894D+00  4.523D+01
   34   38     0     0  con    0  1.0D+00  1.5D-01  2.737D+00  4.464D+01
   35   39     0     0  con    0  1.0D+00  3.8D-01  2.322D+00  4.378D+01
   36   40     0     0  con    0  1.0D+00  5.8D-01  3.707D+00  4.330D+01
   37   41     0     0  con    0  1.0D+00  1.6D-01  3.071D+00  4.234D+01
   38   42     0     0  con    0  1.0D+00  1.6D-01  2.105D+00  4.188D+01
   39   43     0     0  con    0  1.0D+00  2.8D-01  1.965D+00  4.141D+01
   40   44     0     0  con    0  1.0D+00  6.8D-01  3.695D+00  4.071D+01
   41   45     0     0  con    0  1.0D+00  3.5D-01  1.939D+00  4.052D+01
   42   46     0     0  con    0  1.0D+00  1.9D-01  1.789D+00  3.993D+01
   43   47     0     0  con    0  1.0D+00  4.4D-01  1.543D+00  3.933D+01
   44   48     0     0  con    0  1.0D+00  7.7D-01  2.187D+00  3.833D+01
   45   49     0     0  con    0  1.0D+00  8.2D-   31   35     0     0  con    0  1.0D+00  4.0D-01  2.875D-01  2.780D+00
   32   36    
 Total User time 1.398E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nse    9   11     0     0  c   49   53     0     0  con    0  1.0D+00  7.8D-01  1.003D+00  3.522D+01
   50   54     0     0  con    0  1.0D+00  4.2D-01  1.105D+00  3.466D+01
   51   55     0     0  con    0  1.0D+00  4.5D-01  8.867D-01  3.410D+01
   52   56     0     0  con    0  1.0D+00  4.3D-01  1.561D+00  3.366D+01
   53   57     0     0  con    0  1.0D+00  3.7D-01  8.136D-01  3.320D+01
   54   58     0     0  con    0  1.0D+00  4.9D-01  1.022D+00  3.289D+01
   55   59     0     0  con    0  1.0D+00  1.8D-01  5.130D-01  3.265D+01
   56   60     0     0  con    0  1.0D+00  1.0D-01  4.182D-01  3.251D+01
   57   61     0     0  con    0  1.0D+00  2.4D-01  4.168D-01  3.229D+01
   58   62     0     0  con    0  1.0D+00  3.2D-01  8.734D-01  3.205D+01
   59   63     0     0  con    0  1.0D+00  3.6D-01  1.002D+00  3.194D+01
   60   64     0     0  con    0  1.0D+00  4.6D-02  2.668D-01  3.185D+01
   61   65     0     0  con    0  1.0D+00  3.5D-02  2.471D-01  3.181D+01
   62   66     0     0  con    0  1.0D+00  7.9D-02  2.140D-01  3.174D+01
   63   67     0     0  con    0  1.0D+00  1.7D-01  5.159D-01  3.173D+01
   64   68     0     0  con    0  1.0D+00  3.1D-02  2.272D-01  3.166D+01
   65   69     0     0  con    0  1.0D+00  2.6D-02  1.498D-01  3.165D+01
   66   70     0     0  con    0  1.0D+00  6.0D-02  1.321D-01  3.162D+01
   67   71     0     0  con    0  1.0D+00  7.4D-02  7.603D-01  3.161D+01
   68   72     0     0  con    0  1.0D+00  3.8D-02  1.255D-01  3.159D+01
   69   73     0     0  con    0  1.0D+00  1.6D-02  9.152D-02  3.158D+01
   70   74     0     0  con    0  1.0D+00  2.4D-02  1.336D-01  3.158D+01
   71   75     0     0  con    0  1.0D+00  3.3D-02  1.016D-01  3.157D+01
   72   77     0     0  con    1  2.6D-01  1.8D-02  1.704D-01  3.157D+01
   73   78     0     0  con    0  1.0D+00  2.4D-02  8.321D-02  3.156D+01
   74   79     0     0  con    0  1.0D+00  1.2D-02  4.926D-02  3.156D+01
   75   80     0     0  con    0  1.0D+00  2.1D-02  7.417D-02  3.156D+01
   76   82     0     0  con    1  4.5D-01  1.2D-02  6.844D-02  3.156D+01
   77   83     0     0  con    0  1.0D+00  1.1D-02  5.129D-02  3.156D+01
   78   84     0     0  con    0  1.0D+00  1.2D-02  6.695D-02  3.156D+01
   79   85     0     0  con    0  1.0D+00  1.4D-02  5.490D-02  3.155D+01
   80   86     0     0  con    0  1.0D+00  1.8D-02  1.057D-01  3.155D+01
   81   87     0     0  con    0  1.0D+00  4.8D-03  5.603D-02  3.155D+01
   82   88     0     0  con    0  1.0D+00  6.0D-03  5.703D-02  3.155D+01
   83   89     0     0  con    0  1.0D+00  8.0D-03  7.117D-02  3.155D+01
   84   90     0     0  con    0  1.0D+00  1.9D-02  7.025D-02  3.155D+01
   85   91     0     0  con    0  1.0D+00  1.1D-02  4.555D-02  3.155D+01
   86   92     0     0  con    0  1.0D+00  4.2D-03  3.965D-02  3.155D+01
   87   93     0     0  con    0  1.0D+00  1.1D-02  7.651D-02  3.155D+01
   88   94     0     0  con    0  1.0D+00  6.2D-03  4.532D-02  3.155D+01
   89   95     0     0  con    0  1.0D+00  4.2D-03  3.314D-02  3.155D+01
   90   96     0     0  con    0  1.0D+00  9.1D-03  4.161D-02  3.155D+01
   91   97     0     0  con    0  1.0D+00  1.1D-02  3.324D-02  3.155D+01
   92   98     0     0  con    0  1.0D+00  2.4D-02  4.716D-02  3.155D+01
   93   99     0     0  con    0  1.0D+00  4.5D-03  3.273D-02  3.155D+01
   94  100     0     0  con    0  1.0D+00  4.5D-03  4.115D-02  3.155D+01
   95  101     0     0  con    0  1.0D+00  1.2D-02  4.106D-02  3.155D+01
   96  102     0     0  con    0  1.0D+00  2.5D-02  6.053D-02  3.155D+01
   97  103     0     0  con    0  1.0D+00  3.4D-02  6.806D-02  3.155D+01
   98  104     0     0  con    0  1.0D+00  3.9D-03  1.652D-02  3.155D+01
   99  105     0     0  con    0  1.0D+00  2.8D-03  1.886D-02  3.155D+01
  100  106     0     0  con    0  1.0D+00  1.2D-02  3.398D-02  3.155D+01

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 1.334E+01 second   13   16     0     0  con    1  4.6D-01  5.2D-01  3.667D+01  7.291D+02
   14   17     0     0  c   47   51     0     0  con    0  1.0D+00  5.6D-01  3.509D-01  1.638D+01
   48   52     0     0  con    0  1.0D+00  3.9D-0sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.745D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.2D-01  1.352D+04  1.038D+04
    2    4     0     0  con    0  1.0D+00  1.1D-01  1.078D+04  7.578D+03
    3    5     0     0  con    0  1.0D+00  4.1D-01  3.168D+03  2.093D+03
    4    6     0     0  con    0  1.0D+00  1.6D-01  1.862D+03  1.371D+03
    5    7     0     0  con    0  1.0D+00  2.1D-01  9.281D+02  8.900D+02
    6    8     0     0  con    0  1.0D+00  1.9D-01  5.130D+02  6.915D+02
    7    9     0     0  con    0  1.0D+00  1.5D-01  3.349D+02  6.163D+02
    8   10     0     0  con    0  1.0D+00  1.9D-01  1.498D+02  5.383D+02
    9   11     0     0  con    0  1.0D+00  1.5D-01  7.894D+01  5.071D+02
   10   12     0     0  con    0  1.0D+00  1.5D-01  4.681D+01  4.859D+02
   11   13     0     0  con    0  1.0D+00  1.4D-01  3.164D+01  4.728D+02
   12   14     0     0  con    0  1.0D+00  1.8D-01  4.980D+01  4.538D+02
   13   15     0     0  con    0  1.0D+00  4.6D-01  5.527D+01  4.049D+02
   14   16     0     0  con    0  1.0D+00  1.6D+00  4.541D+01  3.186D+02
   15   17     0     0  con    0  1.0D+00  8.0D-01  4.274D+01  2.802D+02
   16   18     0     0  con    0  1.0D+00  6.1D-01  2.014D+01  2.542D+02
   17   19     0     0  con    0  1.0D+00  8.6D-01  1.557D+01  2.250D+02
   18   20     0     0  con    0  1.0D+00  8.2D-01  4.339D+01  2.069D+02
   19   21     0     0  con    0  1.0D+00  6.3D-01  1.438D+01  1.782D+02
   20   22     0     0  con    0  1.0D+00  2.5D-01  1.113D+01  1.697D+02
   21   23     0     0  con    0  1.0D+00  1.1D+00  1.857D+01  1.422D+02
   22   24     0     0  con    0  1.0D+00  8.5D-01  1.348D+01  1.305D+02
   23   25     0     0  con    0  1.0D+00  2.0D-01  8.692D+00  1.218D+02
   24   26     0     0  con    0  1.0D+00  5.4D-01  7.093D+00  1.135D+02
   25   27     0     0  con    0  1.0D+00  3.8D-01  7.711D+00  1.082D+02
   26   28     0     0  con    0  1.0D+00  9.5D-01  8.842D+00  1.010D+02
   27   29     0     0  con    0  1.0D+00  5.2D-01  8.597D+00  9.636D+01
   28   30     0     0  con    0  1.0D+00  1.4D-01  7.543D+00  9.447D+01
   29   31     0     0  con    0  1.0D+00  3.5D-01  7.003D+00  9.167D+01
   30   32     0     0  con    0  1.0D+00  2.3D-01  4.900D+00  9.091D+01
   31   33     0     0  con    0  1.0D+00  6.5D-02  4.678D+00  8.967D+01
   32   34     0     0  con    0  1.0D+00  1.5D-01  4.651D+00  8.846D+01
   33   35     0     0  con    0  1.0D+00  1.8D-01  3.898D+00  8.752D+01
   34   36     0     0  con    0  1.0D+00  3.5D-01  5.348D+00  8.582D+01
   35   38     0     0  con    1  3.8D-01  2.8D-01  5.075D+00  8.485D+01
   36   39     0     0  con    0  1.0D+00  2.2D-01  3.520D+00  8.382D+01
   37   40     0     0  con    0  1.0D+00  1.7D-01  4.083D+00  8.301D+01
   38   41     0     0  con    0  1.0D+00  2.9D-01  3.815D+00  8.190D+01
   39   42     0     0  con    0  1.0D+00  4.2D-01  5.957D+00  8.112D+01
   40   43     0     0  con    0  1.0D+00  7.4D-02  3.611D+00  8.024D+01
   41   44     0     0  con    0  1.0D+00  1.5D-01  2.642D+00  7.957D+01
   42   45     0     0  con    0  1.0D+00  1.7D-01  2.732D+00  7.902D+01
   43   46     0     0  con    0  1.0D+00  5.4D-01  6.610D+00  7.880D+01
   44   47     0     0  con    0  1.0D+00  1.0D-01  3.301D+00  7.755D+01
   45   48     0     0  con    0  1.0D+00  9.5D-02  2.869D+00  7.713D+01
   46   49     0     0  con    0  1.0D+00  2.0D-01  2.876D+00  7.666D+01
   47   50     0     0  con    0  1.0D+00  2.3D-   70   75     0     0  con    0  1.0D+00  1.5D-01  2.190D+00  3.564D+nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the g   50   54     0     0  con    0  1.0D+00  3.4D-01  3.100D+00  7.343D+01
   51   55     0     0  con    0  1.0D+00  2.6D-01  2.288D+00  7.279D+01
   52   56     0     0  con    0  1.0D+00  3.4D-01  2.617D+00  7.212D+01
   53   57     0     0  con    0  1.0D+00  4.1D-01  2.909D+00  7.148D+01
   54   58     0     0  con    0  1.0D+00  2.4D-01  1.988D+00  7.084D+01
   55   59     0     0  con    0  1.0D+00  3.0D-01  1.900D+00  7.015D+01
   56   60     0     0  con    0  1.0D+00  2.6D-01  3.174D+00  6.970D+01
   57   61     0     0  con    0  1.0D+00  6.2D-01  2.540D+00  6.910D+01
   58   62     0     0  con    0  1.0D+00  1.9D-01  1.745D+00  6.853D+01
   59   63     0     0  con    0  1.0D+00  7.6D-02  1.478D+00  6.823D+01
   60   64     0     0  con    0  1.0D+00  1.9D-01  1.643D+00  6.784D+01
   61   65     0     0  con    0  1.0D+00  4.0D-01  1.388D+00  6.719D+01
   62   67     0     0  con    1  3.8D-01  3.0D-01  2.111D+00  6.686D+01
   63   68     0     0  con    0  1.0D+00  4.2D-01  1.582D+00  6.633D+01
   64   69     0     0  con    0  1.0D+00  2.7D-01  9.782D-01  6.601D+01
   65   70     0     0  con    0  1.0D+00  3.6D-01  1.203D+00  6.560D+01
   66   71     0     0  con    0  1.0D+00  4.8D-01  4.069D+00  6.537D+01
   67   72     0     0  con    0  1.0D+00  4.5D-02  1.044D+00  6.503D+01
   68   73     0     0  con    0  1.0D+00  1.3D-01  7.956D-01  6.480D+01
   69   74     0     0  con    0  1.0D+00  1.9D-01  9.868D-01  6.461D+01
   70   75     0     0  con    0  1.0D+00  3.8D-01  1.398D+00  6.438D+01
   71   76     0     0  con    0  1.0D+00  3.2D-01  7.523D-01  6.413D+01
   72   77     0     0  con    0  1.0D+00  8.0D-02  4.989D-01  6.400D+01
   73   78     0     0  con    0  1.0D+00  1.6D-01  7.219D-01  6.381D+01
   74   79     0     0  con    0  1.0D+00  1.9D-01  1.690D+00  6.366D+01
   75   80     0     0  con    0  1.0D+00  4.8D-01  2.281D+00  6.355D+01
   76   81     0     0  con    0  1.0D+00  4.4D-02  4.733D-01  6.338D+01
   77   82     0     0  con    0  1.0D+00  2.6D-02  3.918D-01  6.333D+01
